,Timestamp,Marker
0,2039.2396355,Experiment Start
1,2040.915474999,Target B Start
2,2041.289283999,Target B End
3,2041.364885999,Goal B Start
4,2042.091503,Goal B End
5,2044.548561,Target D Start
6,2044.892968999,Target D End
7,2045.372665,Goal D Start
8,2045.850592,Goal D End
9,2045.909392999,Target A Start
10,2046.442805499,Target A End
11,2046.4806065,Goal A Start
12,2047.526431499,Goal A End
13,2047.5726325,Target B Start
14,2047.89184,Target B End
15,2048.017843,Goal B Start
16,2048.782261,Goal B End
17,2049.0174665,Target C Start
18,2049.378674999,Target C End
19,2049.517278499,Goal C Start
20,2050.168294,Goal C End
21,2050.2858965,Target D Start
22,2050.831909499,Target D End
23,2051.28552,Goal D Start
24,2051.751731,Goal D End
25,2051.831533,Target A Start
26,2052.280943499,Target A End
27,2052.301944499,Goal A Start
28,2053.146163999,Goal A End
29,2053.200765499,Target B Start
30,2053.5829745,Target B End
31,2053.637576,Goal B Start
32,2054.435594499,Goal B End
33,2055.981230999,Target D Start
34,2056.325639499,Target D End
35,2056.527243999,Goal D Start
36,2057.447065999,Goal D End
37,2057.703271999,Target A Start
38,2057.997279,Target A End
39,2058.219884,Goal A Start
40,2058.648294,Goal A End
41,2058.7112955,Target B Start
42,2059.1187055,Target B End
43,2059.206907499,Goal B Start
44,2059.9755255,Goal B End
45,2060.1309295,Target C Start
46,2060.5215385,Target C End
47,2060.660141999,Goal C Start
48,2061.256555999,Goal C End
49,2061.357358499,Target D Start
50,2061.7899685,Target D End
51,2062.0377745,Goal D Start
52,2062.596387499,Goal D End
53,2062.69299,Target A Start
54,2063.104599499,Target A End
55,2063.129799999,Goal A Start
56,2063.8228165,Goal A End
57,2065.196249,Target C Start
58,2065.532256999,Target C End
59,2065.6414595,Goal C Start
60,2066.3134755,Goal C End
61,2066.489879499,Target D Start
62,2067.0694935,Target D End
63,2067.321498999,Goal D Start
64,2067.793325,Goal D End
65,2069.127542,Target B Start
66,2069.5391515,Target B End
67,2069.736555999,Goal B Start
68,2070.215367499,Goal B End
69,2070.2951695,Target C Start
70,2070.75298,Target C End
71,2070.941985,Goal C Start
72,2071.504797999,Goal C End
73,2071.765204,Target D Start
74,2072.097012,Target D End
75,2072.2860165,Goal D Start
76,2072.987433,Goal D End
77,2073.075635,Target A Start
