,Timestamp,Marker
0,1361.896905999,Experiment Start
1,1367.978679499,Target A Start
2,1368.390290999,Target A End
3,1368.474293499,Goal A Start
4,1369.368919,Goal A End
5,1369.436120999,Target B Start
6,1369.717529,Target B End
7,1369.919135,Goal B Start
8,1370.733957999,Goal B End
9,1370.822160499,Target C Start
10,1371.313574499,Target C End
11,1371.578181999,Goal C Start
12,1372.3355905,Goal C End
13,1372.4993945,Target D Start
14,1372.990807499,Target D End
15,1373.2890155,Goal D Start
16,1374.036634999,Goal D End
17,1374.120636999,Target A Start
18,1374.838855999,Target A End
19,1374.880857,Goal A Start
20,1375.510873499,Goal A End
21,1375.569674999,Target B Start
22,1375.935084499,Target B End
23,1376.019086499,Goal B Start
24,1376.7289055,Goal B End
25,1378.211544,Target D Start
26,1378.7197575,Target D End
27,1378.887761999,Goal D Start
28,1379.58498,Goal D End
29,1379.681582499,Target A Start
30,1380.1351945,Target A End
31,1380.202396,Goal A Start
32,1380.76197,Goal A End
33,1382.571257999,Target C Start
34,1382.961867999,Target C End
35,1383.071070999,Goal C Start
36,1383.78929,Goal C End
37,1383.953093999,Target D Start
38,1384.360504499,Target D End
39,1384.641912,Goal D Start
40,1385.297129499,Goal D End
41,1385.3853315,Target A Start
42,1385.801142499,Target A End
43,1385.864143999,Goal A Start
44,1386.431158999,Goal A End
45,1386.498360499,Target B Start
46,1386.817568999,Target B End
47,1386.909971499,Goal B Start
48,1387.581989,Goal B End
49,1387.7289925,Target C Start
50,1388.069201499,Target C End
51,1388.375809499,Goal C Start
52,1388.846222,Goal C End
53,1389.039427,Target D Start
54,1389.4342375,Target D End
55,1389.614841999,Goal D Start
56,1390.261659,Goal D End
57,1390.316260499,Target A Start
58,1390.757272,Target A End
59,1390.790872999,Goal A Start
60,1391.446089999,Goal A End
61,1392.8867275,Target C Start
62,1393.327738999,Target C End
63,1393.630146999,Goal C Start
64,1394.251763499,Goal C End
65,1394.415567499,Target D Start
66,1394.8019775,Target D End
67,1394.936380999,Goal D Start
68,1395.768003,Goal D End
69,1400.144517,Target D Start
70,1400.442724999,Target D End
71,1400.7199325,Goal D Start
72,1401.2995475,Goal D End
73,1403.223197499,Target B Start
74,1403.6264085,Target B End
75,1403.69361,Goal B Start
76,1404.45803,Goal B End
77,1404.701636499,Target C Start
78,1404.911642,Target C End
79,1405.23505,Goal C Start
80,1405.8944675,Goal C End
81,1406.138073999,Target D Start
82,1406.6504875,Target D End
83,1406.9948965,Goal D Start
84,1407.935720999,Goal D End
85,1408.0701245,Target A Start
86,1408.3809325,Target A End
87,1408.544736499,Goal A Start
88,1409.023549,Goal A End
89,1409.2335545,Target B Start
90,1409.674566499,Target B End
91,1409.871971499,Goal B Start
92,1410.623790999,Goal B End
93,1410.7455945,Target C Start
94,1411.237007,Target C End
95,1411.3294095,Goal C Start
96,1412.308035,Goal C End
97,1412.4844395,Target D Start
98,1412.7070455,Target D End
99,1412.8162485,Goal D Start
100,1413.9250775,Goal D End
101,1415.296174999,Target B Start
102,1415.8109265,Target B End
103,1415.8781285,Goal B Start
104,1416.4199425,Goal B End
105,1416.600547,Target C Start
106,1416.982757499,Target C End
107,1417.272564999,Goal C Start
108,1418.007583999,Goal C End
109,1418.1881885,Target D Start
110,1418.6039995,Target D End
111,1418.881206999,Goal D Start
112,1419.8178315,Goal D End
113,1419.9018335,Target A Start
114,1420.3134445,Target A End
115,1420.3512455,Goal A Start
116,1420.9308605,Goal A End
117,1431.200128999,Target D Start
118,1431.468935999,Target D End
119,1431.737743,Goal D Start
120,1432.418160499,Goal D End
121,1434.8969345,Target C Start
122,1435.1573415,Target C End
123,1435.241344,Goal C Start
124,1436.014164,Goal C End
125,1436.23257,Target D Start
126,1436.547578499,Target D End
127,1436.786984999,Goal D Start
128,1437.652207999,Goal D End
129,1437.72781,Target A Start
130,1438.084819499,Target A End
131,1438.131021,Goal A Start
132,1438.908041499,Goal A End
133,1442.322732499,Target D Start
134,1442.633540999,Target D End
135,1442.856146999,Goal D Start
136,1443.389560999,Goal D End
137,1443.565966,Target A Start
138,1443.7423705,Target A End
139,1443.7801715,Goal A Start
140,1444.594993499,Goal A End
141,1444.6369945,Target B Start
142,1444.8554005,Target B End
143,1445.2250105,Goal B Start
144,1445.720623499,Goal B End
145,1445.796225499,Target C Start
146,1446.144834499,Target C End
147,1446.2414375,Goal C Start
148,1447.026858499,Goal C End
149,1447.182262499,Target D Start
150,1447.543471999,Target D End
151,1447.795478999,Goal D Start
152,1448.526298499,Goal D End
153,1448.781758999,Experiment End
