,Timestamp,Marker
0,2661.444496,Experiment Start
1,2662.864168999,Target B Start
2,2663.200186,Target B End
3,2663.426997999,Goal B Start
4,2663.973026,Goal B End
5,2664.0486295,Target C Start
6,2664.435049499,Target C End
7,2664.7122635,Goal C Start
8,2665.543905999,Goal C End
9,2665.812719999,Target D Start
10,2666.2159405,Target D End
11,2666.560358499,Goal D Start
12,2667.568409999,Goal D End
13,2670.479158999,Target C Start
14,2670.840377499,Target C End
15,2671.1133915,Goal C Start
16,2671.756024499,Goal C End
17,2671.945033999,Target D Start
18,2672.281050999,Target D End
19,2672.4238585,Goal D Start
20,2673.339429999,Goal D End
21,2673.43191,Target A Start
22,2673.7343255,Target A End
23,2673.767926999,Goal A Start
24,2674.717176,Goal A End
25,2676.120047999,Target C Start
26,2676.493867,Target C End
27,2676.758480499,Goal C Start
28,2677.371711499,Goal C End
29,2677.619524499,Target D Start
30,2678.056346999,Target D End
31,2678.236956,Goal D Start
32,2678.938392,Goal D End
33,2679.018195999,Target A Start
34,2679.581024999,Target A End
35,2679.631427499,Goal A Start
36,2680.5680755,Goal A End
37,2680.723483499,Target B Start
38,2680.9754965,Target B End
39,2681.0511,Goal B Start
40,2681.891143499,Goal B End
41,2681.962546499,Target C Start
42,2682.336365999,Target C End
43,2682.41197,Goal C Start
44,2683.277213999,Goal C End
45,2684.747288999,Target D Start
46,2684.999302,Target D End
47,2685.171511,Goal D Start
48,2686.351771499,Goal D End
49,2686.435775999,Target A Start
50,2686.8599975,Target A End
51,2686.889399,Goal A Start
52,2687.7126415,Goal A End
53,2687.863848999,Target B Start
54,2688.216666999,Target B End
55,2688.468679999,Goal B Start
56,2689.0441095,Goal B End
57,2689.098711999,Target C Start
58,2689.6699415,Target C End
59,2689.7539455,Goal C Start
60,2690.568787499,Goal C End
61,2690.682193499,Target D Start
62,2691.308025,Target D End
63,2691.534837,Goal D Start
64,2692.337078,Goal D End
65,2692.425282499,Target A Start
66,2692.8705055,Target A End
67,2692.908307499,Goal A Start
68,2693.576141499,Goal A End
69,2693.618144,Target B Start
70,2693.987762499,Target B End
71,2694.0633665,Goal B Start
72,2694.802689999,Goal B End
73,2694.937010999,Target C Start
74,2695.483039,Target C End
75,2695.583843999,Goal C Start
76,2696.222276999,Goal C End
77,2696.310481499,Target D Start
78,2696.8985115,Target D End
79,2697.137924,Goal D Start
80,2697.751154999,Goal D End
81,2697.818358999,Target A Start
82,2698.196378,Target A End
83,2698.24258,Goal A Start
84,2698.893613499,Goal A End
85,2698.956616999,Target B Start
86,2699.263232499,Target B End
87,2699.380925999,Goal B Start
88,2700.0024705,Goal B End
89,2703.835689499,Target A Start
90,2704.243110999,Target A End
91,2704.276713,Goal A Start
92,2704.994951499,Goal A End
93,2705.036954,Target B Start
94,2705.385572499,Target B End
95,2705.440175,Goal B Start
96,2706.1626145,Goal B End
97,2706.372626,Target C Start
98,2706.771646999,Target C End
99,2707.162268,Goal C Start
100,2707.5990915,Goal C End
101,2707.716698,Target D Start
102,2708.220725,Target D End
103,2708.514740499,Goal D Start
104,2709.085971499,Goal D End
105,2709.1615755,Target A Start
106,2709.5773975,Target A End
107,2709.8336115,Goal A Start
108,2710.434244,Goal A End
109,2710.472045499,Target B Start
110,2710.766062,Target B End
111,2710.854266,Goal B Start
112,2711.6229075,Goal B End
113,2711.9337245,Target C Start
114,2712.357946999,Target C End
115,2712.4545525,Goal C Start
116,2713.311398499,Goal C End
117,2713.496208499,Target D Start
118,2713.807025,Target D End
119,2714.050637999,Goal D Start
120,2714.9956885,Goal D End
121,2718.120793,Target C Start
122,2718.4946145,Target C End
123,2718.8936375,Goal C Start
124,2719.641281,Goal C End
125,2720.0529045,Target D Start
126,2720.145309999,Target D End
127,2720.468728499,Goal D Start
128,2721.069363,Goal D End
129,2722.4596435,Target B Start
130,2722.783062499,Target B End
131,2722.875468,Goal B Start
132,2723.917128,Goal B End
133,2724.0095335,Target C Start
134,2724.517762999,Target C End
135,2724.677372,Goal C Start
136,2725.50482,Goal C End
137,2725.714832499,Target D Start
138,2726.2356625,Target D End
139,2726.622084499,Goal D Start
140,2727.663744999,Goal D End
141,2728.869214999,Target B Start
142,2729.226235,Target B End
143,2729.394244999,Goal B Start
144,2729.952877499,Goal B End
145,2730.0242815,Target C Start
146,2730.469507499,Target C End
147,2730.570313,Goal C Start
148,2731.225550999,Goal C End
149,2732.914048499,Target A Start
150,2733.149261999,Target A End
151,2733.182864,Goal A Start
152,2734.123719,Goal A End
153,2735.505598499,Target C Start
154,2735.892021499,Target C End
155,2736.156636499,Goal C Start
156,2737.047088,Goal C End
157,2737.1226925,Target D Start
158,2737.5049145,Target D End
159,2737.861934999,Goal D Start
160,2738.416366999,Goal D End
161,2739.810848,Target B Start
162,2740.2014705,Target B End
163,2740.2728745,Goal B Start
164,2740.965914999,Goal B End
165,2741.0289185,Target C Start
166,2741.4111405,Target C End
167,2741.549748499,Goal C Start
168,2742.326793499,Goal C End
169,2746.1658155,Target C Start
170,2746.485034,Target C End
171,2746.585839499,Goal C Start
172,2747.446889499,Goal C End
173,2748.963177499,Experiment End
