,Timestamp,Marker
0,3060.3524285,Experiment Start
1,3061.8729025,Target B Start
2,3062.175317499,Target B End
3,3062.2593215,Goal B Start
4,3062.910353499,Goal B End
5,3062.9649555,Target C Start
6,3063.384976,Target C End
7,3063.460579999,Goal C Start
8,3064.2880205,Goal C End
9,3064.7752445,Target D Start
10,3065.102859999,Target D End
11,3065.371673499,Goal D Start
12,3065.9093,Goal D End
13,3065.980703,Target A Start
14,3066.455326,Target A End
15,3066.480527499,Goal A Start
16,3067.1315595,Goal A End
17,3068.4924255,Target C Start
18,3068.820041999,Target C End
19,3068.929247,Goal C Start
20,3069.542476999,Goal C End
21,3069.832290999,Target D Start
22,3070.084303499,Target D End
23,3070.1893085,Goal D Start
24,3070.970546999,Goal D End
25,3071.2561605,Target A Start
26,3071.5795765,Target A End
27,3071.608978,Goal A Start
28,3072.4238175,Goal A End
29,3072.47422,Target B Start
30,3072.780835,Target B End
31,3072.8396385,Goal B Start
32,3073.578873999,Goal B End
33,3074.901938999,Target D Start
34,3075.279957499,Target D End
35,3075.573971499,Goal D Start
36,3076.4560145,Goal D End
37,3076.611421999,Target A Start
38,3076.9852405,Target A End
39,3077.0272425,Goal A Start
40,3077.7622785,Goal A End
41,3077.8210815,Target B Start
42,3078.119295499,Target B End
43,3078.276299,Goal B Start
44,3078.917334499,Goal B End
45,3078.992938499,Target C Start
46,3079.3415555,Target C End
47,3079.4633615,Goal C Start
48,3080.467526999,Goal C End
49,3080.6943385,Target D Start
50,3080.9841535,Target D End
51,3081.110160499,Goal D Start
52,3081.883001,Goal D End
53,3082.088811499,Target A Start
54,3082.4710315,Target A End
55,3082.4836315,Goal A Start
56,3083.063261999,Goal A End
57,3083.122065,Target B Start
58,3083.298474,Target B End
59,3083.3404765,Goal B Start
60,3084.2603245,Goal B End
61,3084.398931499,Target C Start
62,3084.579541,Target C End
63,3084.869356,Goal C Start
64,3085.7640025,Goal C End
65,3086.893861499,Target D Start
66,3087.213077999,Target D End
67,3087.523893999,Goal D Start
68,3088.275732999,Goal D End
69,3088.3555375,Target A Start
70,3088.834362499,Target A End
71,3088.876364499,Goal A Start
72,3089.476995999,Goal A End
73,3089.682806499,Target B Start
74,3089.9138185,Target B End
75,3090.009129999,Goal B Start
76,3090.829466,Goal B End
77,3090.90927,Target C Start
78,3091.388095,Target C End
79,3091.572904499,Goal C Start
80,3092.173536,Goal C End
81,3092.44655,Target D Start
82,3092.782568,Target D End
83,3093.143786499,Goal D Start
84,3093.6058105,Goal D End
85,3093.689814999,Target A Start
86,3094.0636345,Target A End
87,3094.083338999,Goal A Start
88,3095.017084,Goal A End
89,3095.1304895,Target B Start
90,3095.374102499,Target B End
91,3095.441305999,Goal B Start
92,3096.398955999,Goal B End
93,3096.5039615,Target C Start
94,3096.919783,Target C End
95,3096.991187,Goal C Start
96,3097.659021,Goal C End
97,3097.848031499,Target D Start
98,3098.1924495,Target D End
99,3098.368858499,Goal D Start
100,3099.103896999,Goal D End
101,3102.186857,Target C Start
102,3102.531275,Target C End
103,3102.695083499,Goal C Start
104,3103.522526499,Goal C End
105,3103.640132499,Target D Start
106,3104.013952,Target D End
107,3104.286966499,Goal D Start
108,3105.282417999,Goal D End
109,3105.341221,Target A Start
110,3105.748642499,Target A End
111,3105.787748,Goal A Start
112,3106.3786755,Goal A End
113,3106.496281499,Target B Start
114,3106.949904999,Target B End
115,3107.0969125,Goal B Start
116,3107.546335999,Goal B End
117,3107.600938499,Target C Start
118,3107.970557999,Target C End
119,3108.197369499,Goal C Start
120,3109.012212499,Goal C End
121,3109.272625499,Target D Start
122,3109.629644499,Target D End
123,3110.142071,Goal D Start
124,3110.6082955,Goal D End
125,3110.7091005,Target A Start
126,3111.255129,Target A End
