,Timestamp,Marker
0,7974.064094999,Experiment Start
1,7992.255669,Target B Start
2,7992.847901499,Target B End
3,7992.902504499,Goal B Start
4,7993.519938499,Goal B End
5,7993.587142,Target C Start
6,7994.0785695,Target C End
7,7994.204576,Goal C Start
8,7994.868212999,Goal C End
9,7994.969017999,Target D Start
10,7995.641055,Target D End
11,7995.783863,Goal D Start
12,7996.216486999,Goal D End
13,7996.2836905,Target A Start
14,7996.720514499,Target A End
15,7996.758316499,Goal A Start
16,7996.997729499,Goal A End
17,7997.0565335,Target B Start
18,7997.560561,Target B End
19,7997.6613665,Goal B Start
20,7998.072989,Goal B End
21,7998.194795999,Target C Start
22,7998.505612999,Target C End
23,7998.6442205,Goal C Start
24,7999.064243499,Goal C End
25,8002.848652,Target C Start
26,8003.293876499,Target C End
27,8003.445084999,Goal C Start
28,8004.0121165,Goal C End
29,8006.608218,Target B Start
30,8007.378685499,Target B End
31,8007.539952,Goal B Start
32,8007.892772,Goal B End
33,8010.449039999,Target A Start
34,8011.314283499,Target A End
35,8011.373086999,Goal A Start
36,8011.839310499,Goal A End
37,8011.8855125,Target B Start
38,8012.3811375,Target B End
39,8012.473541999,Goal B Start
40,8013.095173499,Goal B End
41,8021.151179,Target A Start
42,8021.3569895,Target A End
43,8021.382191,Goal A Start
44,8021.835813499,Goal A End
45,8050.229244,Target C Start
46,8050.6450645,Target C End
47,8050.808872999,Goal C Start
48,8051.3549005,Goal C End
49,8054.007537999,Experiment End
