,Timestamp,Marker
0,6641.426757999,Experiment Start
1,6642.598638999,Target B Start
2,6642.850656499,Target B End
3,6642.9682645,Goal B Start
4,6643.4344965,Goal B End
5,6643.501701,Target C Start
6,6643.804121999,Target C End
7,6643.913329499,Goal C Start
8,6644.3627605,Goal C End
9,6644.551773499,Target D Start
10,6644.9382,Target D End
11,6645.043207499,Goal D Start
12,6645.543041999,Goal D End
13,6645.643849,Target A Start
14,6645.8412625,Target A End
15,6645.866464,Goal A Start
16,6646.303293999,Goal A End
17,6646.441903999,Target B Start
18,6646.836730999,Target B End
19,6646.8997355,Goal B Start
20,6647.475174999,Goal B End
21,6647.592783,Target C Start
22,6647.928805999,Target C End
23,6648.012811999,Goal C Start
24,6648.483244,Goal C End
25,6648.600851999,Target D Start
26,6648.953676999,Target D End
27,6649.0964865,Goal D Start
28,6649.554318,Goal D End
29,6649.7391305,Target A Start
30,6649.919743,Target A End
31,6649.978547,Goal A Start
32,6650.2431655,Goal A End
33,6650.3271715,Target B Start
34,6650.663194499,Target B End
35,6650.743,Goal B Start
36,6651.171428999,Goal B End
37,6651.272236,Target C Start
38,6651.835074999,Target C End
39,6651.9400825,Goal C Start
40,6652.448317,Goal C End
41,6652.599528,Target D Start
42,6652.880946999,Target D End
43,6653.011156,Goal D Start
44,6653.4815885,Goal D End
45,6654.313245999,Target A Start
46,6654.5526625,Target A End
47,6654.590464999,Goal A Start
48,6655.144903,Goal A End
49,6655.203707,Target B Start
50,6655.535529499,Target B End
51,6655.615335,Goal B Start
52,6656.161372999,Goal B End
53,6656.262179999,Target C Start
54,6656.514197,Target C End
55,6656.598202999,Goal C Start
56,6657.144240999,Goal C End
57,6657.261849,Target D Start
58,6657.555868999,Target D End
59,6657.665076499,Goal D Start
60,6658.181711999,Goal D End
61,6658.265718,Target A Start
62,6658.706748,Target A End
63,6658.731949999,Goal A Start
64,6659.02597,Goal A End
65,6659.093174999,Target B Start
66,6659.5762085,Target B End
67,6659.647613,Goal B Start
68,6660.2398535,Goal B End
69,6660.328059999,Target C Start
70,6660.853096,Target C End
71,6661.016907,Goal C Start
72,6661.470538999,Goal C End
73,6661.621748999,Target D Start
74,6661.8779665,Target D End
75,6661.982974,Goal D Start
76,6662.600416499,Goal D End
77,6662.722224999,Target A Start
78,6662.877635499,Target A End
79,6662.907037499,Goal A Start
80,6663.390070499,Goal A End
81,6663.469876,Target B Start
82,6663.7764975,Target B End
83,6663.847901999,Goal B Start
84,6664.524149,Goal B End
85,6664.608154499,Target C Start
86,6664.902174999,Target C End
87,6664.9693795,Goal C Start
88,6665.460812999,Goal C End
89,6665.645625999,Target D Start
90,6665.935445999,Target D End
91,6666.082456,Goal D Start
92,6666.502484999,Goal D End
93,6666.603291999,Target A Start
94,6667.623962499,Target A End
95,6667.653363999,Goal A Start
96,6668.043991499,Goal A End
97,6668.102795499,Target B Start
98,6668.413616499,Target B End
99,6668.45982,Goal B Start
100,6668.984856,Goal B End
101,6669.098264,Target C Start
102,6669.346080999,Target C End
103,6669.434287,Goal C Start
104,6670.123134499,Goal C End
105,6670.249143,Target D Start
106,6670.5431635,Target D End
107,6670.673372499,Goal D Start
108,6671.4126235,Goal D End
109,6671.526030999,Target A Start
110,6671.8368525,Target A End
111,6672.055267499,Goal A Start
112,6672.261081499,Goal A End
113,6674.172212999,Target C Start
114,6674.487235,Target C End
115,6674.588042,Goal C Start
116,6675.1592815,Goal C End
117,6675.306291499,Target D Start
118,6675.625513499,Target D End
119,6675.747321499,Goal D Start
120,6676.331162,Goal D End
121,6676.461370999,Target A Start
122,6676.633583,Target A End
123,6676.6545845,Goal A Start
124,6677.188020999,Goal A End
125,6677.238424499,Target B Start
126,6677.4694405,Target B End
127,6677.561846499,Goal B Start
128,6678.065881499,Goal B End
129,6678.170888999,Target C Start
130,6678.460708499,Target C End
131,6678.6329205,Goal C Start
132,6679.183158499,Goal C End
133,6679.313367,Target D Start
134,6679.6619915,Target D End
135,6679.800600999,Goal D Start
136,6680.422243999,Goal D End
137,6680.544052499,Target A Start
138,6681.09429,Target A End
139,6681.1446935,Goal A Start
140,6681.518519499,Goal A End
141,6681.589923999,Target B Start
142,6681.875544,Target B End
143,6681.913346499,Goal B Start
144,6682.446782999,Goal B End
145,6683.631264999,Target D Start
146,6683.862280499,Target D End
147,6684.0638945,Goal D Start
148,6684.441920499,Goal D End
149,6684.689738,Target A Start
150,6684.899751999,Target A End
151,6685.00896,Goal A Start
152,6685.521394999,Goal A End
153,6686.731078,Target C Start
154,6687.004097,Target C End
155,6687.100704,Goal C Start
156,6687.831554,Goal C End
157,6687.9827645,Target D Start
158,6688.297786,Target D End
159,6688.4489965,Goal D Start
160,6688.835423499,Goal D End
161,6688.9572315,Target A Start
162,6689.331057499,Target A End
163,6689.436064499,Goal A Start
164,6689.7678875,Goal A End
165,6689.8560935,Target B Start
166,6690.09971,Target B End
167,6690.158514,Goal B Start
168,6690.637346999,Goal B End
169,6691.5320085,Target C Start
170,6691.734110999,Target C End
171,6691.872231999,Goal C Start
172,6692.493875,Goal C End
173,6692.678687999,Target D Start
174,6692.846698999,Target D End
175,6692.981109,Goal D Start
176,6693.464142,Goal D End
177,6693.5985515,Target A Start
178,6693.762362499,Target A End
179,6693.804364999,Goal A Start
180,6694.262196499,Goal A End
181,6694.325200999,Target B Start
182,6694.5646175,Target B End
183,6694.631822499,Goal B Start
184,6695.161058499,Goal B End
185,6695.266066,Target C Start
186,6695.467679999,Target C End
187,6695.543284999,Goal C Start
188,6696.253134,Goal C End
189,6696.4211455,Target D Start
190,6696.639560499,Target D End
191,6696.7823705,Goal D Start
192,6697.299005999,Goal D End
193,6697.416613999,Target A Start
194,6697.5804255,Target A End
195,6697.677031999,Goal A Start
196,6698.1432645,Goal A End
197,6699.911586,Target C Start
198,6700.071196999,Target C End
199,6700.251809499,Goal C Start
200,6700.730642499,Goal C End
201,6701.990729,Target A Start
202,6702.171341499,Target A End
203,6702.204944,Goal A Start
204,6702.7215795,Goal A End
205,6702.801385,Target B Start
206,6702.9819975,Target B End
207,6703.2004125,Goal B Start
208,6703.570037499,Goal B End
209,6703.683446,Target C Start
210,6703.935462999,Target C End
211,6704.0908735,Goal C Start
212,6704.5823075,Goal C End
213,6704.725116999,Target D Start
214,6704.977135,Target D End
215,6705.187148999,Goal D Start
216,6705.7121855,Goal D End
217,6705.770989499,Experiment End
