,Timestamp,Marker
0,6166.7055725,Experiment Start
1,6168.305856999,Target B Start
2,6168.604073,Target B End
3,6168.696477999,Goal B Start
4,6169.187904,Goal B End
5,6169.255107499,Target C Start
6,6169.637327999,Target C End
7,6169.845836999,Goal C Start
8,6170.1623555,Goal C End
9,6174.660794,Target C Start
10,6175.059815,Target C End
11,6175.202622499,Goal C Start
12,6175.9922645,Goal C End
13,6176.223276499,Target D Start
14,6176.555093999,Target D End
15,6176.660099499,Goal D Start
16,6177.459643999,Goal D End
17,6178.4535945,Target B Start
18,6178.819013999,Target B End
19,6178.9828225,Goal B Start
20,6179.377643499,Goal B End
21,6179.4196455,Target C Start
22,6180.06228,Target C End
23,6180.163085,Goal C Start
24,6180.843521499,Goal C End
25,6182.124589,Target A Start
26,6182.397603499,Target A End
27,6182.502609,Goal A Start
28,6182.943632499,Goal A End
29,6182.994034999,Target B Start
30,6183.485461,Target B End
31,6183.556865,Goal B Start
32,6184.636322,Goal B End
33,6184.741327499,Target C Start
34,6185.0017415,Target C End
35,6185.1319485,Goal C Start
36,6185.824985499,Goal C End
37,6185.925790499,Target D Start
38,6186.245007499,Target D End
39,6186.543223,Goal D Start
40,6187.227859499,Goal D End
41,6187.3622665,Target A Start
42,6187.576477999,Target A End
43,6187.626880499,Goal A Start
44,6188.298915999,Goal A End
45,6188.353519,Target B Start
46,6188.580331,Target B End
47,6188.706337499,Goal B Start
48,6189.831997499,Goal B End
49,6191.179323,Target D Start
50,6191.599347999,Target D End
51,6191.897566499,Goal D Start
52,6192.3259925,Goal D End
53,6192.473001,Target A Start
54,6192.750217499,Target A End
55,6192.809021499,Goal A Start
56,6193.3382535,Goal A End
57,6194.279109999,Target B Start
58,6194.4513205,Target B End
59,6194.5563265,Goal B Start
60,6195.2409685,Goal B End
61,6195.320773,Target C Start
62,6195.488783,Target C End
63,6195.9256095,Goal C Start
64,6196.375036999,Goal C End
65,6196.4842435,Target D Start
66,6196.820263499,Target D End
67,6196.958872,Goal D Start
68,6197.593109999,Goal D End
69,6197.714917499,Target A Start
70,6197.937530499,Target A End
71,6197.996333999,Goal A Start
72,6198.529766499,Goal A End
73,6198.588569999,Target B Start
74,6198.966593,Target B End
75,6199.063199,Goal B Start
76,6199.571429499,Goal B End
77,6199.680636,Target C Start
78,6199.983054,Target C End
79,6200.1174625,Goal C Start
80,6200.6970975,Goal C End
81,6200.818904499,Target D Start
82,6201.209527999,Target D End
83,6201.3649375,Goal D Start
84,6201.873168,Goal D End
