,Timestamp,Marker
0,6466.323210999,Experiment Start
1,6469.283095499,Target C Start
2,6469.711525,Target C End
3,6469.78713,Goal C Start
4,6470.3625685,Goal C End
5,6470.433973499,Target D Start
6,6470.845601499,Target D End
7,6470.9548085,Goal D Start
8,6471.4588425,Goal D End
9,6471.568049999,Target A Start
10,6472.0300815,Target A End
11,6472.076284499,Goal A Start
12,6472.529915,Goal A End
13,6472.592918999,Target B Start
14,6472.7819325,Target B End
15,6472.861737499,Goal B Start
16,6473.407774499,Goal B End
17,6473.500180999,Target C Start
18,6473.7942005,Target C End
19,6473.8698055,Goal C Start
20,6474.5460515,Goal C End
21,6478.9773505,Target C Start
22,6479.199965499,Target C End
23,6479.400236,Goal C Start
24,6480.082024999,Goal C End
25,6481.7159355,Target A Start
26,6482.068758999,Target A End
27,6482.138815999,Goal A Start
28,6482.551792,Goal A End
29,6483.6984695,Target C Start
30,6483.967287499,Target C End
31,6484.0848955,Goal C Start
32,6484.643533,Goal C End
33,6484.731739,Target D Start
34,6485.176969,Target D End
35,6485.2987775,Goal D Start
36,6486.126233499,Goal D End
37,6487.306512999,Target B Start
38,6487.4787245,Target B End
39,6487.545928999,Goal B Start
40,6488.2431765,Goal B End
41,6488.3019805,Target C Start
42,6488.604401,Target C End
43,6488.696807,Goal C Start
44,6489.268045499,Goal C End
45,6489.33525,Target D Start
46,6489.7426775,Target D End
47,6489.860285499,Goal D Start
48,6490.431523999,Goal D End
49,6490.5155295,Target A Start
50,6490.922957,Target A End
51,6490.960759499,Goal A Start
52,6491.750412999,Goal A End
53,6491.813416999,Target B Start
54,6492.3972565,Target B End
55,6492.531665999,Goal B Start
56,6493.237313499,Goal B End
57,6501.016238999,Target D Start
58,6501.444668,Target D End
59,6501.679883499,Goal D Start
60,6502.120913499,Goal D End
61,6502.188118,Target A Start
62,6502.834961499,Target A End
63,6502.910566499,Goal A Start
64,6503.473405,Goal A End
65,6503.523807999,Target B Start
66,6503.7590245,Target B End
67,6503.801026499,Goal B Start
68,6504.506675,Goal B End
69,6504.58228,Target C Start
70,6504.981306499,Target C End
71,6505.0989145,Goal C Start
72,6506.006175499,Goal C End
73,6506.090181499,Target D Start
74,6506.5480125,Target D End
75,6506.665620499,Goal D Start
76,6507.1024495,Goal D End
77,6507.152853499,Target A Start
78,6507.715691,Target A End
79,6507.774494999,Goal A Start
80,6508.131519,Goal A End
81,6508.177722499,Target B Start
82,6508.446540499,Target B End
83,6508.538947,Goal B Start
84,6508.803564499,Goal B End
85,6509.202591999,Target C Start
86,6509.576417,Target C End
87,6509.706625999,Goal C Start
88,6510.4038725,Goal C End
89,6510.4878785,Target D Start
90,6510.920508,Target D End
91,6511.050717,Goal D Start
92,6511.466545,Goal D End
93,6512.285599999,Target A Start
94,6512.722429499,Target A End
95,6512.848437999,Goal A Start
96,6513.008049,Goal A End
97,6513.100454999,Target B Start
98,6513.423877,Target B End
99,6513.528883999,Goal B Start
100,6513.995115499,Goal B End
101,6515.141793,Target C Start
102,6515.839039999,Target C End
103,6515.9314465,Goal C Start
104,6516.3052715,Goal C End
105,6516.393477499,Target D Start
106,6516.9731165,Target D End
107,6517.107525999,Goal D Start
108,6517.619959999,Goal D End
109,6517.703966,Target A Start
110,6518.132394999,Target A End
111,6518.165997,Goal A Start
112,6518.623827999,Goal A End
113,6518.6784315,Target B Start
114,6518.8800455,Target B End
115,6518.968251,Goal B Start
116,6519.573092499,Goal B End
117,6519.6360965,Target C Start
118,6519.925916,Target C End
119,6520.0771265,Goal C Start
120,6520.484553999,Goal C End
121,6520.602161499,Target D Start
122,6521.228003999,Target D End
123,6521.391814999,Goal D Start
124,6521.858046499,Goal D End
125,6523.168535,Target B Start
126,6523.2777425,Target B End
127,6523.3365465,Goal B Start
128,6523.848980499,Goal B End
129,6526.272544499,Target D Start
130,6526.5203615,Target D End
131,6526.7681785,Goal D Start
132,6527.234409499,Goal D End
133,6527.457024999,Target A Start
134,6527.994660999,Target A End
135,6528.045063999,Goal A Start
136,6528.280279999,Goal A End
137,6528.372686,Target B Start
138,6528.6331035,Target B End
139,6528.708709,Goal B Start
140,6529.233744499,Goal B End
141,6529.296749,Target C Start
142,6529.783981999,Target C End
143,6529.867986999,Goal C Start
144,6530.9264585,Goal C End
145,6532.110939,Target A Start
146,6532.262149,Target A End
147,6532.304152,Goal A Start
148,6532.808186,Goal A End
149,6532.8501885,Target B Start
150,6533.014,Target B End
151,6533.085404999,Goal B Start
152,6533.723847499,Goal B End
153,6533.782651999,Target C Start
154,6534.1396755,Target C End
155,6534.2194815,Goal C Start
156,6534.6857125,Goal C End
157,6534.799120499,Target D Start
158,6535.0931405,Target D End
159,6535.2191485,Goal D Start
160,6535.6601785,Goal D End
161,6536.092807499,Target A Start
162,6536.3112225,Target A End
163,6536.361625999,Goal A Start
164,6536.899261999,Goal A End
165,6536.941265,Target B Start
166,6537.1092765,Target B End
167,6537.151279499,Goal B Start
168,6537.634312,Goal B End
169,6537.714116999,Target C Start
170,6538.113144,Target C End
171,6538.184548999,Goal C Start
172,6538.751587499,Goal C End
173,6541.421492999,Experiment End
