,Timestamp,Marker
0,19515.107366999,Experiment Start
1,19516.556445499,Target B Start
2,19516.7874585,Target B End
3,19516.8924645,Goal B Start
4,19517.5014975,Goal B End
5,19517.5561,Target C Start
6,19517.91732,Target C End
7,19518.244937999,Goal C Start
8,19518.8455705,Goal C End
9,19521.59672,Target B Start
10,19521.844533499,Target B End
11,19522.050344499,Goal B Start
12,19522.793785,Goal B End
13,19522.8861895,Target C Start
14,19523.201206999,Target C End
15,19523.4448205,Goal C Start
16,19524.1420585,Goal C End
17,19526.207990499,Target A Start
18,19526.434803,Target A End
19,19526.468404499,Goal A Start
20,19527.0942385,Goal A End
21,19527.140440999,Target B Start
22,19527.367253,Target B End
23,19527.442857,Goal B Start
24,19528.014087999,Goal B End
25,19528.089692,Target C Start
26,19528.408908999,Target C End
27,19528.572717999,Goal C Start
28,19529.164949999,Goal C End
29,19529.232154,Target D Start
30,19529.551371,Target D End
31,19529.706779,Goal D Start
32,19530.3032115,Goal D End
33,19530.404017,Target A Start
34,19530.681232,Target A End
35,19530.735834999,Goal A Start
36,19531.2818645,Goal A End
37,19534.7848535,Target A Start
38,19535.192275499,Target A End
39,19535.2300775,Goal A Start
40,19535.721504,Goal A End
41,19537.288188499,Target C Start
42,19537.5108005,Target C End
43,19537.725012499,Goal C Start
44,19538.5944595,Goal C End
45,19538.716265999,Target D Start
46,19539.0270825,Target D End
47,19539.2622955,Goal D Start
48,19539.8797285,Goal D End
49,19539.951132499,Target A Start
50,19540.2409485,Target A End
51,19540.2871505,Goal A Start
52,19540.942386,Goal A End
53,19541.01799,Target B Start
54,19541.320406499,Target B End
55,19541.3960105,Goal B Start
56,19542.257057,Goal B End
57,19543.605329999,Target D Start
58,19543.9875505,Target D End
59,19544.223705,Goal D Start
60,19544.801451999,Goal D End
61,19544.894799499,Target A Start
62,19545.268619999,Target A End
63,19545.310622,Goal A Start
64,19545.751645999,Goal A End
65,19545.814648999,Target B Start
66,19546.037260999,Target B End
67,19546.1002645,Goal B Start
68,19546.6546945,Goal B End
69,19546.721898,Target C Start
70,19547.020113999,Target C End
71,19547.200724,Goal C Start
72,19547.792955999,Goal C End
73,19547.872759999,Target D Start
74,19548.2465805,Target D End
75,19548.460791999,Goal D Start
76,19549.0404235,Goal D End
77,19549.3344395,Target A Start
78,19549.565451499,Target A End
79,19549.645255999,Goal A Start
80,19550.0022755,Goal A End
81,19550.073679499,Target B Start
82,19550.237487999,Target B End
83,19550.300491499,Goal B Start
84,19550.947326499,Goal B End
85,19551.069132999,Target C Start
86,19551.270743499,Target C End
87,19551.417751499,Goal C Start
88,19552.358602499,Goal C End
89,19552.451007499,Target D Start
90,19552.732422499,Target D End
91,19552.8542295,Goal D Start
92,19553.778278999,Goal D End
93,19553.8958855,Target A Start
94,19554.353710499,Target A End
95,19554.399913,Goal A Start
96,19554.731730499,Goal A End
97,19554.7863335,Target B Start
98,19555.0257465,Target B End
99,19555.105551,Goal B Start
100,19555.701982999,Goal B End
101,19555.764986499,Target C Start
102,19555.9749975,Target C End
103,19556.0632025,Goal C Start
104,19556.760439999,Goal C End
105,19556.869645999,Target D Start
106,19557.117459499,Target D End
107,19557.31487,Goal D Start
108,19557.986905999,Goal D End
109,19558.0457095,Target A Start
110,19558.293523,Target A End
111,19558.335525,Goal A Start
112,19558.667343,Goal A End
113,19564.7660725,Target B Start
114,19564.963482999,Target B End
115,19565.0768895,Goal B Start
116,19565.660721,Goal B End
117,19568.193457499,Target A Start
118,19568.739486999,Target A End
119,19568.899095499,Goal A Start
120,19569.302317499,Goal A End
121,19569.361120499,Target B Start
122,19569.596333499,Target B End
123,19569.6425355,Goal B Start
124,19570.146563,Goal B End
125,19570.217967,Target C Start
126,19570.4153775,Target C End
127,19570.516182999,Goal C Start
128,19571.570439999,Goal C End
129,19572.217275,Target D Start
130,19572.402085,Target D End
131,19572.486088999,Goal D Start
132,19573.313534,Goal D End
133,19573.3975385,Target A Start
134,19573.725156,Target A End
135,19573.78816,Goal A Start
136,19574.308987999,Goal A End
137,19574.34259,Target B Start
138,19574.569402,Target B End
139,19574.6156045,Goal B Start
140,19575.249838499,Goal B End
141,19575.333843,Target C Start
142,19575.522853,Target C End
143,19575.602657999,Goal C Start
144,19576.425902,Goal C End
145,19576.518306999,Target D Start
146,19576.728318499,Target D End
147,19576.816523,Goal D Start
148,19578.089191999,Goal D End
149,19586.9188905,Target D Start
150,19587.137301999,Target D End
151,19587.2717095,Goal D Start
152,19588.157957499,Goal D End
153,19588.225161499,Experiment End
